id,likes_count,latitude,longitude,name,link,url,created_time,text
105994380_116480,7,42.37125018,-83.47005354,Pizza e Vino,https://www.instagram.com/p/GUViM/,https://scontent.cdninstagram.com/vp/3e5902555be91636a8f23ce3e6ac92b9/5D03BFD5/t51.2885-15/e15/11078952_705602442881526_680569257_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-24 23:27:37,BFF & I
140284572_116480,7,42.4315783,-83.65587775,Carver Lake,https://www.instagram.com/p/IXJKc/,https://scontent.cdninstagram.com/vp/de334ef4c8374eac2cfae02f218c1b93/5D09ADED/t51.2885-15/e15/11085059_821526631274050_1714217271_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-07-24 0:52:57,Birthday Boy . @intuitiveartist (BFF) . Me
26932153_116480,7,40.72990723,-74.04820639,Hamilton Park Hospital,https://www.instagram.com/p/BmvO5/,https://scontent.cdninstagram.com/vp/c74f52c49f124db7f789ffa5edd9d77b/5D26606F/t51.2885-15/e15/11084637_358655424328021_1982856295_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-14 19:15:39,"\in Penny Lane there is a fireman with an hourglass\"""
66601726_116480,7,-34.60859059,-58.37644335,Café Martínez,https://www.instagram.com/p/D-EL-/,https://scontent.cdninstagram.com/vp/29190bb6095e42d7a8cc4bc6fda8a7a2/5D267F18/t51.2885-15/e15/11084723_842694415805298_732861512_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-07 16:51:48,cafe con leche #BuenosAires
83074419_116480,7,35.21801262,-80.9502624,CLT - Charlotte Douglas International Airport,https://www.instagram.com/p/E851z/,https://scontent.cdninstagram.com/vp/47abcc52ca1d60f3ffa4934e580da289/5D1EAE1C/t51.2885-15/e15/11123702_1127023693990413_1515863904_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-30 19:41:06,Flying @Delta again today! Lovin me some SkyTeam lately. #travel
91594733_116480,7,47.60723472,-122.3394447,Art Lounge,https://www.instagram.com/p/FdZ_t/,https://scontent.cdninstagram.com/vp/283e1057a8903b2c3b9331f8e51cd407/5D235D3C/t51.2885-15/e15/11098367_368941646648803_742808929_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-10 2:12:29,"Tastes as good as it looks! If you're not here, you're missing out."
132293814_116480,7,40.70146142,-74.01299227,Staten Island South Ferry Terminal,https://www.instagram.com/p/H4qS2/,https://scontent.cdninstagram.com/vp/90d0fdca74c38f8e296ac59187e4d36c/5D122A0B/t51.2885-15/e15/11084645_761801190593500_1685542399_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-07-17 17:02:12,Dulce de leche for #NationalIceCreamDay #NYC
182910332_116480,7,40.77430186,-73.87192011,LaGuardia International Airport,https://www.instagram.com/p/K5v18/,https://scontent.cdninstagram.com/vp/4db9f01a877b99dca8ee6b87359b3fa7/5D0484A3/t51.2885-15/e15/11137924_466918840126234_329714149_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-08-21 18:25:35,Taxi Stand #NYC
25294281_116480,7,40.72990723,-74.04820639,Hamilton Park Hospital,https://www.instagram.com/p/BgfXJ/,https://scontent.cdninstagram.com/vp/a6c92cc27fa3af277636570bfd0db705/5D1886A6/t51.2885-15/e15/11084687_473384526146036_1586625782_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-10 14:19:32,a little unsure what to make of this one
58881731_116480,7,38.91285,-77.04565,Dolcezza Gelato Dupont,https://www.instagram.com/p/DgnbD/,https://scontent.cdninstagram.com/vp/9ab20228909680f101c8355746e5c7d5/5D0AF13E/t51.2885-15/e15/928855_363719963836021_104999872_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-24 19:27:21,Champagne Mango + Lemon Ricotta gelato #yumgasm
64860034_116480,7,33.63975444,-84.41978006,Hartsfield-Jackson Atlanta International Airport,https://www.instagram.com/p/D3a-C/,https://scontent.cdninstagram.com/vp/68dfde5c58fc68d19063f9b0c9ab92ed/5D029F42/t51.2885-15/e15/11123927_438149133028110_24857208_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-04 22:14:37,#delta planes waiting to carry happy passengers ... will that finally be us tonight after 2 days at #ATL ??!!
66640084_116480,7,-34.61759718,-58.37166145,La Resistencia,https://www.instagram.com/p/D-NjU/,https://scontent.cdninstagram.com/vp/fae89db5604f4b1433e6e83c6e473c63/5D02A507/t51.2885-15/e15/11137984_1282639671865595_1706956179_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-07 17:55:34,gorgeous street art & decorated entrance #BuenosAires
83188810_116480,7,33.63975444,-84.41978006,Hartsfield-Jackson Atlanta International Airport,https://www.instagram.com/p/E9VxK/,https://scontent.cdninstagram.com/vp/38dc871e762080f07590413f805d8d62/5D157672/t51.2885-15/e15/1941021_925416470812715_676884987_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-05-30 22:28:21,Another Delta plane right behind us!
93405478_116480,7,49.28938413,-123.1145707,Vancouver Convention Centre,https://www.instagram.com/p/FkUEm/,https://scontent.cdninstagram.com/vp/41f5815dcfc936e291d9e1d059dcb16a/5D24CE56/t51.2885-15/e15/10727674_1613778765524996_615170889_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-11 23:48:33,"View from west bldg, floor 2 #TBEX"
97730011_116480,7,42.37002923,-83.46880923,Kellogg Park,https://www.instagram.com/p/F0z3b/,https://scontent.cdninstagram.com/vp/7010d3226fa780567e024e187ddfefe5/5D152DC1/t51.2885-15/e15/11084829_742902625807790_375059543_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-16 16:52:12,Finally meeting my BFF's puppy Ella. I'm a proud auntie!
19364440_116480,8,42.30302342,-83.23302269,The Henry Ford Museum,https://www.instagram.com/p/BJ3pY/,https://scontent.cdninstagram.com/vp/d609ae136dacaee27c75166455e4ea95/5D11B86F/t51.2885-15/e15/11098644_814448478610025_167776874_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-22 23:30:14,mickey d's
231955877_116480,8,40.28810303,-76.66103125,Hershey's Chocolate World,https://www.instagram.com/p/N012l/,https://scontent.cdninstagram.com/vp/43f33650990985de1005e0e23f0b15b9/5D224978/t51.2885-15/e15/928881_812267762197967_666285752_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-09-22 17:18:25,kiss kiss
23430820_116480,8,20.70529044,-87.00999511,"Hacienda Tres Rios, Riviera Maya",https://www.instagram.com/p/BZYak/,https://scontent.cdninstagram.com/vp/82b4c83797e1b3736666a2c4f2884daa/5D261103/t51.2885-15/e15/11084719_1042212525793410_1420562707_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-05 0:35:05,another Mexico sunset
25355969_116480,8,40.76644,-73.98333,Hearst Tower,https://www.instagram.com/p/BgubB/,https://scontent.cdninstagram.com/vp/336d2eae3516cedb7596830a80389f0f/5D138A76/t51.2885-15/e15/11084679_687467051361781_931307108_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-10 18:58:06,young love
50867518_116480,8,25.0495439,-77.46646379,Nassau International Airport (NAS),https://www.instagram.com/p/DCC0-/,https://scontent.cdninstagram.com/vp/c1c9d6337def8bc84b695e3ff9bab12b/5D0D4340/t51.2885-15/e15/11142976_270995146420083_1139241682_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-10 20:28:10,Junkanoo!!
54553112_116480,8,35.14336,-80.80051,St. John's Episcopal Church,https://www.instagram.com/p/DQGoY/,https://scontent.cdninstagram.com/vp/c8bf28fad6a580b91014258b7e641ca1/5D1AA953/t51.2885-15/e15/10919339_453430344810211_102585329_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-17 14:48:12,Palm Sunday
84119199_116480,8,45.71002,-121.51465,Double Mountain Brewery & Taproom,https://www.instagram.com/p/FA46f/,https://scontent.cdninstagram.com/vp/ae69c0efd87e2d4fb0f710575a12251d/5D21767E/t51.2885-15/e15/11142960_1432920013675604_21512201_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-01 5:08:56,A GREAT end to my first full day in Oregon.
4250276_116480,8,40.67533422,-73.95246334,MTA Subway - Park Place Station (S),https://www.instagram.com/p/QNqk/,https://scontent.cdninstagram.com/vp/0762600cc91256d05b02ce37d5a77885/5D0F25F6/t51.2885-15/e15/928741_1579445938981499_1859334160_n.jpg?_nc_ht=scontent.cdninstagram.com,2010-11-14 18:21:45,S train moodiness
50866051_116480,8,25.08631895,-77.32674177,The Cove Atlantis,https://www.instagram.com/p/DCCeD/,https://scontent.cdninstagram.com/vp/980c71990914ec934c4d7761871f2a98/5D1715CA/t51.2885-15/e15/11138046_912019265522941_1806471220_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-04-10 20:25:14,parting shot from Bahamas
91519942_116480,8,47.60963,-122.34179,Beecher's Handmade Cheese,https://www.instagram.com/p/FdHvG/,https://scontent.cdninstagram.com/vp/e54fb5856c30e4d968022332b83a75fc/5D158412/t51.2885-15/e15/10894977_805472982860590_1238852130_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-10 0:13:52,Can I dive in please? #pwtour #seattle
109155435_116480,9,42.3238189,-83.4524861,IKEA,https://www.instagram.com/p/GgZRr/,https://scontent.cdninstagram.com/vp/b71e048c8a8529fbc377ee6cd57c6a40/5D060A42/t51.2885-15/e15/1208217_1396475057341695_2108310516_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-27 17:49:49,Trying to convince @happytortoise to buy this for her new place.
134852710_116480,9,40.75051355,-73.99289351,The Garden,https://www.instagram.com/p/ICbBm/,https://scontent.cdninstagram.com/vp/3dac6d13638f9f73db9eb54bc5208d94/5D189F70/t51.2885-15/e15/10665921_1439207873043632_1447263838_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-07-19 18:53:13,not for much longer :(
14028342_116480,9,35.22488966,-80.95585713,Overlook - Charlotte Douglas International Airport,https://www.instagram.com/p/1g42/,https://scontent.cdninstagram.com/vp/6da082ee22bab47c9219ff265fa85195/5D1E09EA/t51.2885-15/e15/11137899_1569531549990640_1211750195_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-02 22:20:42,takeoff at sunset
224036871_116480,9,41.51338147,-81.61105942,Cleveland History Center,https://www.instagram.com/p/NWogH/,https://scontent.cdninstagram.com/vp/1810cda7df2e86d0d9cf64f78c39405e/5D05D0D2/t51.2885-15/e15/1390395_753637468067083_1859129432_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-09-17 20:10:21,#art #mural #deco #publicart #mosaic #Cleveland #ferroenamel
26634544_116480,9,40.72990723,-74.04820639,Hamilton Park Hospital,https://www.instagram.com/p/Blmkw/,https://scontent.cdninstagram.com/vp/c2addfff779f127808a70139e8d42414/5D12821B/t51.2885-15/e15/11085002_1429906980656117_664439653_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-14 1:30:16,window display
2896567_116480,9,35.24126587,-80.81238126,Amélie's French Bakery & Café,https://www.instagram.com/p/LDK3/,https://scontent.cdninstagram.com/vp/511976b85338ade4fa232f5155f51a92/5D26D59D/t51.2885-15/e15/928628_1421590701481771_1399714798_n.jpg?_nc_ht=scontent.cdninstagram.com,2010-11-06 23:05:13,"me, a book, French pastries = Sat FTW"
35858880_116480,9,48.804404,2.123162,Château de Versailles,https://www.instagram.com/p/CIynA/,https://scontent.cdninstagram.com/vp/495178d789371edcdd84082c99c7b4ac/5D0B8A01/t51.2885-15/e15/11084790_1406430349676595_1309547606_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-03-10 17:03:29,"right about now, I'm colder than I can ever remember being - just smiling through the pain cause at least I'm COLD IN FRANCE :)"
96089267_116480,9,47.44107676,-122.3037762,Seattle-Tacoma International Airport (Sea-Tac),https://www.instagram.com/p/FujSz/,https://scontent.cdninstagram.com/vp/64df6d5851173866bccc277521972a0b/5D0C8898/t51.2885-15/e15/11142771_1627352214164580_252148969_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-06-14 19:18:05,For @mikebarish
138811727_116480,9,42.37087514,-83.46957977,Sean O'Callaghans Plymouth MI,https://www.instagram.com/p/IRhlP/,https://scontent.cdninstagram.com/vp/f7f0846860cec39f2317b112f4efc4b3/5D127AA9/t51.2885-15/e15/11142888_687504884687255_1799910086_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-07-23 1:03:15,Friday night #sunset
18707862_116480,9,42.37167702,-83.46737955,Plymouth District Library,https://www.instagram.com/p/BHXWW/,https://scontent.cdninstagram.com/vp/e7f064d1d959e2320faae01de4df4e16/5D1475C4/t51.2885-15/e15/10553979_1830558957169602_1244174861_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-01-20 21:29:30,"my greatest love ... after photography, travel & music"
231910294_116480,9,40.28810303,-76.66103125,Hershey's Chocolate World,https://www.instagram.com/p/N0quW/,https://scontent.cdninstagram.com/vp/5c34e41e92233a7761a5f8cb0b9c545e/5D1E228B/t51.2885-15/e15/10731672_904494742946555_26455852_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-09-22 16:39:27,Showing this to my physician the next time he tells me lay off the sugar!
23729493_116480,9,20.70529044,-87.00999511,"Hacienda Tres Rios, Riviera Maya",https://www.instagram.com/p/BahVV/,https://scontent.cdninstagram.com/vp/6db9e3316feaecdfbaa5c28516762e5f/5D061947/t51.2885-15/e15/11098367_459898247500327_961617033_n.jpg?_nc_ht=scontent.cdninstagram.com,2011-02-05 18:27:10,not singing the blues
